age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,campaign [Binned] (equi-width),campaign [Binned](equi-depth),duration(min - max normalization),duration(z- score normalization),married(Binarization),divorced(Binarization),single(Binarization),unknown(Binarization),age_binned(Discretization)
27,admin.,single,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes,Bin 1,Bin 1,0.038085163,-0.413613612,0,0,1,0,Adult
34,unknown,married,basic.4y,no,no,no,telephone,apr,mon,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,Bin 2,Bin 3,0.038878604,-0.402586595,1,0,0,0,Adult
38,admin.,divorced,university.degree,no,yes,no,cellular,apr,tue,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,yes,Bin 1,Bin 2,0.045755091,-0.307019113,0,1,0,0,Adult
23,management,single,university.degree,no,yes,no,cellular,apr,tue,56,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,no,Bin 1,Bin 2,0.013752975,-0.751775471,0,0,1,0,Adult
31,management,single,university.degree,no,yes,no,cellular,apr,thu,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.054747421,-0.182046251,0,0,1,0,Adult
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.058185665,-0.13426251,0,0,1,0,Adult
39,services,married,high.school,no,yes,no,cellular,apr,thu,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.063210791,-0.064424735,1,0,0,0,Adult
51,services,married,basic.6y,no,no,no,cellular,apr,thu,407,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.106585559,0.538385536,1,0,0,0,Mid-age
40,admin.,married,high.school,no,yes,no,cellular,apr,thu,401,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.104998678,0.516331502,1,0,0,0,Adult
29,admin.,single,high.school,no,yes,no,cellular,apr,thu,733,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.192806136,1.736654734,0,0,1,0,Adult
28,unemployed,single,basic.4y,no,yes,no,cellular,apr,thu,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 2,0.040201005,-0.384208233,0,0,1,0,Adult
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,115,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.029357313,-0.5349108,1,0,0,0,Mid-age
27,admin.,single,university.degree,no,yes,no,cellular,apr,thu,193,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.049986776,-0.248208354,0,0,1,0,Adult
48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.104734197,0.512655829,0,1,0,0,Mid-age
20,student,single,basic.4y,no,yes,no,cellular,apr,thu,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.054218461,-0.189397596,0,0,1,0,Adult
28,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,68,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.016926739,-0.707667403,0,0,1,0,Adult
30,technician,married,university.degree,no,yes,yes,cellular,apr,thu,1373,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 2,0.362073526,4.089085061,1,0,0,0,Adult
24,technician,single,university.degree,no,yes,no,cellular,apr,thu,477,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.12509918,0.795682603,0,0,1,0,Adult
40,services,married,basic.9y,no,yes,no,cellular,apr,thu,264,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 2,0.068764877,0.012764385,1,0,0,0,Adult
40,self-employed,single,university.degree,unknown,yes,yes,cellular,apr,thu,509,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,Bin 1,Bin 1,0.13356255,0.913304119,0,0,1,0,Adult
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,Bin 1,Bin 1,0.033853478,-0.47242437,1,0,0,0,Adult
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,265,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 1,Bin 2,0.069029357,0.016440057,0,0,1,0,Adult
31,admin.,divorced,university.degree,no,no,no,cellular,may,mon,200,1,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 1,Bin 1,0.051838138,-0.222478648,0,1,0,0,Adult
39,admin.,married,high.school,no,no,no,cellular,may,mon,597,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 1,Bin 1,0.156836816,1.236763289,1,0,0,0,Adult
41,technician,married,unknown,no,yes,yes,cellular,may,mon,963,1,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 1,Bin 1,0.253636604,2.582059382,1,0,0,0,Adult
35,services,married,basic.6y,no,no,no,cellular,may,mon,592,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 1,Bin 1,0.155514414,1.218384927,1,0,0,0,Adult
66,management,married,university.degree,no,no,no,cellular,may,mon,98,4,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 3,Bin 4,0.024861148,-0.597397231,1,0,0,0,Old-age
31,student,single,unknown,no,no,yes,cellular,may,mon,535,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 1,Bin 2,0.140439037,1.008871601,0,0,1,0,Adult
42,admin.,married,professional.course,no,no,yes,cellular,may,mon,300,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 1,Bin 1,0.078286168,0.145088591,1,0,0,0,Adult
31,admin.,single,university.degree,no,yes,no,cellular,may,mon,434,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 3,Bin 4,0.113726527,0.637628691,0,0,1,0,Adult
25,technician,unknown,university.degree,no,yes,yes,cellular,may,mon,150,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 1,Bin 1,0.038614123,-0.406262267,0,0,0,1,Adult
36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,257,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 1,Bin 2,0.066913515,-0.012965322,1,0,0,0,Adult
27,technician,single,university.degree,no,yes,no,cellular,may,mon,90,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 3,Bin 4,0.022745305,-0.62680261,0,0,1,0,Adult
19,student,single,unknown,no,yes,no,cellular,may,mon,121,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 4,Bin 5,0.030944195,-0.512856766,0,0,1,0,Adult
35,admin.,married,professional.course,no,yes,no,cellular,may,mon,115,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 2,Bin 3,0.029357313,-0.5349108,1,0,0,0,Adult
30,technician,single,professional.course,no,no,no,cellular,may,mon,79,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 3,Bin 4,0.019836022,-0.667235006,0,0,1,0,Adult
50,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,483,4,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes,Bin 3,Bin 4,0.126686062,0.817736637,1,0,0,0,Mid-age
39,admin.,married,high.school,no,no,no,telephone,may,mon,6,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,Bin 3,Bin 4,0.000528961,-0.935559091,1,0,0,0,Adult
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,234,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.060830468,-0.097505787,1,0,0,0,Adult
35,blue-collar,married,high.school,no,no,no,cellular,may,tue,895,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,Bin 1,Bin 1,0.235651944,2.33211366,1,0,0,0,Adult
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,103,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.026183549,-0.579018869,1,0,0,0,Adult
50,technician,married,unknown,no,yes,no,cellular,may,tue,500,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.131182227,0.880223068,1,0,0,0,Mid-age
45,technician,divorced,university.degree,unknown,yes,no,cellular,may,tue,298,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.077757207,0.137737246,0,1,0,0,Mid-age
44,admin.,married,university.degree,no,yes,no,cellular,may,tue,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.052102618,-0.218802975,1,0,0,0,Adult
33,admin.,single,high.school,no,yes,no,cellular,may,tue,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.173234594,1.464654977,0,0,1,0,Adult
47,entrepreneur,married,unknown,unknown,yes,no,telephone,may,tue,22,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.004760645,-0.876748332,1,0,0,0,Mid-age
47,entrepreneur,married,unknown,unknown,yes,no,cellular,may,tue,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.051044697,-0.233505665,1,0,0,0,Mid-age
35,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,65,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.016133298,-0.71869442,1,0,0,0,Adult
37,management,single,university.degree,no,yes,no,cellular,may,tue,42,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.010050251,-0.803234885,0,0,1,0,Adult
43,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,13,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 4,Bin 5,0.002380323,-0.909829384,1,0,0,0,Adult
52,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,157,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.040465485,-0.38053256,1,0,0,0,Mid-age
31,unemployed,single,university.degree,no,yes,no,cellular,may,tue,11,9,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 7,Bin 6,0.001851362,-0.917180729,0,0,1,0,Adult
34,admin.,married,high.school,no,no,no,cellular,may,tue,295,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.076963766,0.126710229,1,0,0,0,Adult
57,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,399,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.104469717,0.508980157,1,0,0,0,Mid-age
36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,253,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 2,Bin 3,0.065855594,-0.027668011,1,0,0,0,Adult
31,admin.,married,high.school,no,yes,no,cellular,may,tue,387,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.101295953,0.464872088,1,0,0,0,Adult
54,management,married,university.degree,no,yes,yes,cellular,may,tue,552,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.144935202,1.071358032,1,0,0,0,Mid-age
30,management,single,university.degree,no,yes,yes,cellular,may,tue,228,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 1,0.059243586,-0.119559821,0,0,1,0,Adult
34,admin.,married,university.degree,no,yes,no,cellular,may,tue,442,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.11584237,0.66703407,1,0,0,0,Adult
36,technician,married,basic.9y,no,yes,no,cellular,may,tue,297,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.077492727,0.134061574,1,0,0,0,Adult
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,477,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 2,Bin 3,0.12509918,0.795682603,1,0,0,0,Adult
38,technician,divorced,professional.course,no,yes,yes,cellular,may,tue,351,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.091774663,0.332547883,0,1,0,0,Adult
39,admin.,single,professional.course,no,yes,no,cellular,may,tue,209,5,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 4,Bin 5,0.054218461,-0.189397596,0,0,1,0,Adult
38,technician,married,professional.course,no,no,no,cellular,may,tue,371,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,Bin 1,Bin 2,0.097064269,0.40606133,1,0,0,0,Adult
38,technician,married,university.degree,no,yes,no,cellular,may,wed,814,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.21422904,2.034384197,1,0,0,0,Adult
36,technician,married,professional.course,no,yes,no,cellular,may,wed,62,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.015339857,-0.729721437,1,0,0,0,Adult
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.034117958,-0.468748698,0,0,1,0,Adult
33,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,473,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 3,Bin 4,0.124041259,0.780979914,1,0,0,0,Adult
55,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,249,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.064797673,-0.042370701,1,0,0,0,Mid-age
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,227,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.058979106,-0.123235493,1,0,0,0,Adult
31,services,single,high.school,no,yes,no,cellular,may,wed,234,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.060830468,-0.097505787,0,0,1,0,Adult
33,entrepreneur,married,university.degree,unknown,no,no,cellular,may,wed,205,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.05316054,-0.204100286,1,0,0,0,Adult
42,services,married,high.school,no,no,no,cellular,may,wed,990,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.260777572,2.681302537,1,0,0,0,Adult
39,technician,divorced,professional.course,no,no,no,cellular,may,wed,258,8,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 6,Bin 6,0.067177995,-0.009289649,0,1,0,0,Adult
34,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,267,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.069558318,0.023791402,1,0,0,0,Adult
34,blue-collar,married,unknown,no,yes,no,cellular,may,wed,123,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.031473155,-0.505505421,1,0,0,0,Adult
25,services,single,high.school,no,no,no,cellular,may,wed,333,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.087014017,0.26638578,0,0,1,0,Adult
58,retired,married,basic.9y,no,no,yes,cellular,may,wed,144,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.037027241,-0.428316301,1,0,0,0,Mid-age
34,admin.,single,high.school,no,yes,no,cellular,may,wed,78,1,12,1,success,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.019571542,-0.670910679,0,0,1,0,Adult
46,services,married,high.school,no,yes,yes,cellular,may,wed,270,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.070351759,0.034818419,1,0,0,0,Mid-age
34,admin.,single,university.degree,no,yes,no,cellular,may,wed,265,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.069029357,0.016440057,0,0,1,0,Adult
42,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,wed,29,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.006612007,-0.851018626,1,0,0,0,Adult
27,services,married,high.school,no,yes,no,cellular,may,wed,903,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.237767786,2.361519039,1,0,0,0,Adult
58,retired,married,professional.course,no,yes,no,cellular,may,wed,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.011372653,-0.784856523,1,0,0,0,Mid-age
37,blue-collar,single,professional.course,no,yes,yes,cellular,may,wed,161,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.041523407,-0.365829871,0,0,1,0,Adult
41,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,389,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.101824914,0.472223433,1,0,0,0,Adult
33,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,353,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.092303623,0.339899227,1,0,0,0,Adult
33,entrepreneur,married,university.degree,unknown,yes,no,cellular,may,wed,92,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.023274266,-0.619451265,1,0,0,0,Adult
34,admin.,married,high.school,no,no,yes,cellular,may,wed,811,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.213435599,2.02335718,1,0,0,0,Adult
29,admin.,single,university.degree,no,no,no,cellular,may,wed,198,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.051309177,-0.229829992,0,0,1,0,Adult
48,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.016926739,-0.707667403,1,0,0,0,Mid-age
51,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,220,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 1,0.057127744,-0.1489652,1,0,0,0,Mid-age
32,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,302,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.078815128,0.152439936,1,0,0,0,Adult
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,96,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.024332187,-0.604748576,0,0,1,0,Adult
33,services,married,high.school,no,yes,no,cellular,may,wed,89,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.022480825,-0.630478283,1,0,0,0,Adult
36,management,single,university.degree,no,yes,yes,cellular,may,wed,147,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.037820682,-0.417289284,0,0,1,0,Adult
39,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,82,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.020629463,-0.656207989,0,0,1,0,Adult
58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.093626025,0.358277589,1,0,0,0,Mid-age
28,admin.,single,university.degree,no,yes,no,cellular,may,wed,69,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.017191219,-0.70399173,0,0,1,0,Adult
33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,804,2,9,1,success,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.211584237,1.997627473,1,0,0,0,Adult
35,admin.,single,university.degree,no,no,no,cellular,may,wed,261,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 1,Bin 2,0.067971436,0.001737368,0,0,1,0,Adult
33,admin.,married,high.school,no,no,no,telephone,may,wed,167,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,Bin 2,Bin 3,0.043110288,-0.343775836,1,0,0,0,Adult
34,management,married,basic.4y,no,no,no,cellular,may,thu,175,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 3,Bin 4,0.045226131,-0.314370457,1,0,0,0,Adult
35,admin.,single,high.school,no,yes,yes,cellular,may,thu,106,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.02697699,-0.567991852,0,0,1,0,Adult
36,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.011372653,-0.784856523,1,0,0,0,Adult
28,admin.,single,high.school,no,yes,no,cellular,may,thu,203,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.052631579,-0.211451631,0,0,1,0,Adult
33,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.051044697,-0.233505665,0,0,1,0,Adult
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1957,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.516530019,6.235677734,1,0,0,0,Adult
39,admin.,married,high.school,no,yes,no,cellular,may,thu,141,8,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 6,Bin 6,0.036233801,-0.439343318,1,0,0,0,Adult
50,services,divorced,basic.9y,no,yes,no,cellular,may,thu,429,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.112404126,0.619250329,0,1,0,0,Mid-age
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,193,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.049986776,-0.248208354,1,0,0,0,Adult
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,162,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.041787887,-0.362154198,0,0,1,0,Adult
38,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.067442476,-0.005613977,1,0,0,0,Adult
39,management,married,university.degree,no,yes,no,cellular,may,thu,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.036233801,-0.439343318,1,0,0,0,Adult
48,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,370,2,1,1,success,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 2,0.096799788,0.402385658,1,0,0,0,Mid-age
32,admin.,married,university.degree,no,yes,no,cellular,may,thu,100,4,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 3,Bin 4,0.025390108,-0.590045886,1,0,0,0,Adult
31,services,divorced,high.school,unknown,no,no,cellular,may,thu,45,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.010843692,-0.792207867,0,1,0,0,Adult
36,services,married,high.school,no,no,no,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 2,0.058979106,-0.123235493,1,0,0,0,Adult
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,580,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 2,0.152340651,1.174276859,1,0,0,0,Adult
36,blue-collar,single,basic.4y,no,no,yes,cellular,may,thu,178,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 2,Bin 3,0.046019572,-0.30334344,0,0,1,0,Adult
37,services,married,basic.9y,no,yes,no,cellular,may,thu,158,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 2,Bin 3,0.040729966,-0.376856888,1,0,0,0,Adult
54,admin.,married,high.school,no,no,no,cellular,may,thu,202,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 2,0.052367099,-0.215127303,1,0,0,0,Mid-age
28,admin.,single,high.school,unknown,no,no,cellular,may,thu,1391,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,Bin 1,Bin 2,0.366834171,4.155247163,0,0,1,0,Adult
43,services,single,high.school,no,no,no,cellular,may,thu,337,5,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 4,Bin 5,0.088071939,0.281088469,0,0,1,0,Adult
37,admin.,married,high.school,unknown,yes,no,cellular,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 2,0.028828352,-0.542262145,1,0,0,0,Adult
31,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,212,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 1,Bin 1,0.055011902,-0.178370579,1,0,0,0,Adult
36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,189,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,Bin 2,Bin 3,0.048928855,-0.262911044,1,0,0,0,Adult
30,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,142,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,Bin 2,Bin 3,0.036498281,-0.435667646,1,0,0,0,Adult
39,technician,married,professional.course,unknown,yes,no,cellular,may,fri,608,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,Bin 1,Bin 2,0.159746099,1.277195686,1,0,0,0,Adult
38,admin.,single,unknown,no,yes,no,cellular,may,fri,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,Bin 1,Bin 1,0.049457815,-0.255559699,0,0,1,0,Adult
33,admin.,married,university.degree,no,yes,no,cellular,may,fri,317,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,Bin 1,Bin 2,0.082782333,0.207575021,1,0,0,0,Adult
28,student,single,university.degree,no,no,no,cellular,may,fri,81,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,Bin 1,Bin 1,0.020364983,-0.659883662,0,0,1,0,Adult
